rating,comment
5,"mat is thick, seems to be good quality, came faster than expected. also came with free bag to carry it around "
5,The e exercise yoga mat is surprisingly thick. My kiddos love it. The bag is very useful. It also comes with a strap if you dont want to use bag to contain it.
5,Not yet tried but looks good. Fast delivery.
5,"Just received,,tq"
4,Its ok but abit flimsy when used. Maybe due to the rubber part at the end. Otherwise its ok
5,"Received in good condition, thanks for the small gift I like it very much.☺️"
5,"Nice, perfect for workout on free time... No damage good packing..."
5,Good quality! 
5,Received with good condition
5,Came with elastic band and mesh bag. Mat is very light. 
5,Its thick but quite slippery. Hopefully it is non slip when working out. 
5,"Ordered on 25-Apr-20 received on 4-May-20.
Have not try but rubber smell is strong."
5,Prompt delivery! :)
5,There’s scratches 
5,Very good quality
5,"Overall ok quality, very soft..little damaged at the corner.. may be during shipping.

Comes with carrier and strap.. no need to order separately which I did and paid extra 3$."
5,The mat is thick and dense. But it's more slippery than watson/guardian yoga mat. maybe will become more sticky over time. Delivery is faster than expected. 
5,Product is well received!
5,Received in good condition. Well wrapped! Seller gave me a small key chain as a gift . I'm very happy with their hospitality. Thank you!! 
5,Very easy and convenient to use. 
5,"Item received in good condition, colour as described. thanks"
5,Delivered. Tension is alright I suppose. Not too sure how to use it though
5,"Item works! Not bad. Value for money
"
5,Fast delivery n thanks you for your note n free gifts too! Will buy again definitely 
5,"Received item as per described,all good,nice product,thanks"
5,Good 👍
5,I received already thank you seller all the items comes good and i received a keychain & card thank you i will buy again to this seller 
5,"Well received, highly recommended for the the best price deal."
5,Good products!Very fast delivery!!Thank you seller 😘😘😘😘😘😘😘😘😘😘😘😘
5,"Haven’t tested it yet. But it looks like it could snap. Delivery speed was not too fast, not too slow."
5,Very good quality! The mat is thick & comfy to lay on! Just the bag doesn’t look very durable but the mat definitely durable! No smell anything 
4,"Good delivery, product works, but a bit slippery"
5,material is something like styrofoam kinda? the thickness is not too bad and comes with a free bag (:
5,Item recieved fast and in good condition 
5,"Fast delivery and really thick and good. Only flaws is that it has creases at 1 end as shown in the 3rd pic. It is anti slip on my homogeneous tiles but quality is so so. But for the price paid, I think it is ok. I did my low impact cardio workout and already I can see some markings. "
5,"it's really good and the quality is nice
...thank you to the seller and the man who delivered for me..."
5,Very pleased with the product. Helps we work out better. Thank you seller for the small gift 😊
5,Cun wait to execercise soon😉for e price pay dun expect more on quality
5,Received in good condition. Thank u 🙏🏻 seller plus the keychain. 👍 
3,Item look abit flimsy. Not sure if it will last long. 
5,Within a week plus received item... item inside is in great condition..really happy and excited to try out this.
5,"Received all items good condition and fast delivery. Thank you 
"
5,"Receive , hope  can last . "
3,Comes with a free keychain and card. 
4,"Quality so-so, entire item is made of foam. Doesnt seems to last. Will try out and see how. "
5,Looks good hope that it wouldnt break so easily. Delivery was bad it was dumped at the walkway. 
5,"Functional,  product received in good condition.  Correct colour received. Thank you.... "
5,Faster delivery then expected Thanks seller this is my second purchase for my friend This is good for exercise highly recommended 👍👌
4,"
Items received promptly. Quality of the items are very good! Thanks!"
5,Item is true to the seller picture. Very lightweight good material and definitely veey affordable. 
5,"Delivery took slightly over a week. Item was nicely packaged and arrived in good condition. Mat is sufficiently thick for daily exercise and material is good, just a little rubber smell that goes away after airing for a while."
5,"Prompt delivery. Excellent
"
5,"The mat is thick and non-slippery. Much more comfortable than my previous mat bought from drugstore. Though pricier, it’s worth it.  "
4,Took slightly 2 weeks to arrive. The mat is thicker than usual yoga mat. The bottom layer had some scratches or prints because it was wrapped with the mat netting cover. Overall satisfied with this buy. 
5,"Pad material is thick, but looks very easily torn.  Have strong smell.  Probably need to air it for few days."
5,its kinda slippery ..
5,Mat came super fast. Item as per described. Fantastic . Will purchase other items.
5,Not bad the yoga mat except it is a little longer. Material a bit foamy. Hope it can last long. Color chosen is very appealing. Consider fast shipmemt
5,Thick mat! Good quality. Delivery was ok. Comes w a bag. Thanks 
2,"Seller shipped out the item quickly as I needed it. But the quality is not very good, it’s very soft and it has the smell even though I aired it for a few days. So everytime I work out I will have to smell it. Its only ok for yoga. 
Update : its SUPER SLIPPERY, slip so many times while doing HIIT. "
5,Good Quality
5,came well wrapped and delivered at a decent time :) item came with a bag and mat itself is actually quite light which may not be heavy to stay on the ground... prob will not purchase again for the price. it’s decent tho
5,Receive in a good condition shipping is just what stated in the post.delivery service 👍👍👍..can try to have a mini gym exercise at home..thanks For the gift 🎁 
5,"Ordered on 17th and received today 25th.
Fast delivery.
Nice response seller.
Will order again.
Thanks and stay safe.
👍👍👍"
2,quality Is not very good . of course what u get for the price & the quality.. 
5,item received.. haven't tried it out but appears quite sturdy. hope the cords don't snap! 
5,Bought for sis. Hope its good. Need to tone up!!! Delivery took abt 1week..
4,Good Tks kkkkkkkkkkkkkk
5,Thank u 
4,delivery took a bit longer than usual but item came in good condition.
5,Item delivered as described! I think it is a good product to exercise your body. Especially your stomach. It is too early to draw a conclusion about the effectiveness at this time.
5,"haven't get to it use it yet
received in time
received in good condition"
5,Item come in good condition also useful.
5,Thank you
5,Mat feels thick enough for home workout and did not slip when I did light intensity workout. 
5,Nicely packed all my 3 items. 
5,Haven’t try it yet but looks like it’s good quality 
5,Received it quite quickly. Quality was not bad for this price. 
1,"The mat quality is no good . And is very slippery .
I trusted the review but at my disappointment . 
Please do not buy this .

Seller : please do not explain and say it is anti non slip . Please try on yourself without shoes on the wave side or both side
And video us. Make sure u do not fall . "
5,"Fast delivery. Packaging was properly done. The mat is alittle slippery on smooth surfaces, thickness not exactly 10mm, was about 8mm but quality still considered okay. "
2,"not a lot of friction for both sides, 
mat cannot be laid out straight, ends are curled up,
mat moves when exercising, 
thickness good though "
5,Delivery by speed post.   Value for money.  Material is acceptable.   Comes with casing and strap.  
3,"Giving it 3 stars for the speedy delivery, however it’s not a mat for high intensity workout. It gives off squeaky sounds when I do workouts like burpees/ mountain climbers. And i slip off pretty easily. So yeah"
5,Received within a week! In good condition 
5,"Items as described and quality is good for price, very nice cushioning. Highly recommended. "
5,"Item received in good condition, exactly as advertised."
5,"Ordered 2May, received 8May, fast delivery, thickness is good, exactly I wanted, will recommend to buy "
5,Received after many days hhahaha i nearly forgot abt it... all items in place . Strap n bag in the middle of the rolled up mat . 
5,too soft .but the length is long.hope will last. thanks
5,"Thank you for the gift.
I love the shower head. Power! Will buy again.
The training tension well received. Yet to try.
Great stuff. Thanks seller."
3,"It look like wouldn,t last long but is cheap so is okay for me. Iterm took 12 days to ship and delivery."
5,Well received with thanks 
1,Received the item. Super low quality and fragile. Not recommended. 
5,"Received in good condition, 10 days delivery is reasonable during this circuit breaker period
Thanks for the key chain as free gift"
5,Took 2 weeks to arrive. Item look ok. Although is upgraded with 4 ropes but still not very strong tension. 
5,seems soft and thick. can’t wait to try it. have to open up and air out the plastic smell. seems to stay in place n not slide about. comes with the bag as well for storage. 👍🏼
5,Product came as per listing and delivery was fast as well :) recommend!
5,"Received item, fast delivery even in current covid situation ☺️ Thank you. Highly recommended. 👍🏻"
5,Fast delivery! Thank you! 
4,Item received in good condition. 
5,"Item arrived within 2 weeks of ordering, reasonable considering the current situation :) yoga mat looks thick, can’t wait to try! Thanks seller "
5,"The quality looks thicker than I bought from other seller which broken after I used it for a week .. hopefully this one can last me longer .. worth
 buying. Highly recommended. "
5,Quite fun to pull. Really resistant. Will be playing w this a lot.. if u have bored kids this can shut them up lol
5,"Order on 12/6 and i get on 19/6 
Hope can long last
Fast shipping.. tq seller"
4,Material is unfortunately kinda flimsy but it’s fine for the price! 
5,Good service. Fast delivery even from overseas 
5,This was recommended by my friend. It seems okay.
5,"Item well received, in working order & good condition. Thank you!"
1,its broken. not happy
4,Got it about 2 weeks after ordering in good condition.  Not too bad just use in basic exercise 
5,Didnt expect the real thing.
5,Fast delivery and value for money 
5,quality nice
5,Already received product it's so nice. thank you seller for fast shipping and fast delivery.. 👍
5,"I received the goods today, but I haven't started to use them yet. I hope it  can help me start my exercise. Thank you!!!"
5,"Happy with the purchase,  nice workout"
5,"well received in a packaging! 
delivery took awhile but yeah. no complain. "
5,"For gym at home, yet to try, however seems to be good, hope it is useful"
4,Thanks 🙏 
5,Faster than expectating. Thanks 
5,Received it earlier. Good for the price. Recommended. 
4,"Item is okay...only worried not ""strong"" enough, not durable enough, because the ropes are held with a round stopper...not sure if it can withstand strong force or pressure in the pulling"
5,satisfied 
5,Quality is not bad!! Hopefully it will last for at least a few months :)
5,good condition and package
5,Delivery took about 3 week to arrive. Good condition. Responsive seller. Thank you 
5,Item properly packed and received in good condition. Hope to exercise more at home now with this rope
5,Item received. Thks
5,"Well received, serve the purpose. Delivery time is about 12 -14 days during Circuit breaker time. "
4,It works hope it won’t break easily. 
5,Came faster than i thought would be. Good quality.........
5,Good condition. Not yet try . Worth it 
5,Received. Soft material yet to try not sure can work  🤨 hopefully can.
5,consider fast delivery given this period. hopefully this band will last.
5,received in good condition and waiting to start working with this 
5,"The rope looks ok 
Yet to try 
Hope it can last longer"
5,It's nice thank you!
5,Fast delivery. Item is useful. I recommended a few friends to buy as well. 
5,"Good, thanks for the free gift 😆"
5,Fast delivery 👍Itmes good quality 
5,"Bought multiple items and it took 3 weeks to arrive, items ordered are correct. Have yet to use the resistence training tension. Still waiting for another package cos at point of order, too many items in cart so had to separate to 2 orders."
5,Not bad.  Tension is strong.  Good for exercise.  
5,"Logistics was surprisingly not as slow as expected, product seems decent however i don't think it would last for long as the 4 bands are actually hollow elastic tubes. "
5,Received the item in good condition and with a cute key chain as a free gift. Thank you so much! Highly recommended with a 5 ⭐
4,"No bad , can buy , thanks you 😊"
5,Looks sturdy. Tried it for a while looks like it will not break. 
5,Safe and good delivery thanks. 
5,"Fast and prompt delivery! Product's material doesn't feel like it can last and it feels like it might snapped anytime. nonetheless, thank you seller🤩"
5,"Bought yellow. Love the colour. Tension not too strong, but   ok for me."
5,Fast delivery. All items received. Just came in handy. Thank you.
4,Not bad to start doing my exercise. I can bring it out to this venue during my hike and use it here
5,Receive in good condition.it is quite useful to use it to train lower abs.thanks!
5,Strong wan
5,"Delivery was fast and my item came intact. Haven't tried it yet, hopefully it doesn't break after a few uses."
5,Received with thanks..........hope can be use a period of time......
5,It's good for the price I been enjoying using it thank you seller. 
5,Good product for exercising your arms and price is good. Delivery took abt 2 weeks+ through roadbull.
3,"Item received in good condition.  Hope it works. 
Thanks seller."
5,Price is good but delivery take quite long but totally understandable. Fun equipment to train the arms while watching tv.
5,", 👍👍👍"
5,"Good quality and now very easy to do some stretching when u lie down on the floor!! For sit-ups, leh raise etc "
5,Recieved in good condition...good quality!highly recommended.And thank you for the free gift.🙂
1,Delivery took 1 week . It is quite stressful as it may snap anytime when pulling. It broke after awhile when using
5,"Fast delivery, item was received in a week and it was nicely packed 👍🏻"
5,Shipping was fast. Amazed that seller has so many varieties of items for sale. Items were all received in good condition!
5,Good quality and fast delivery
5,Very nice and the quality is excellent 
5,Awesome items. Good to help with my sit up ... Loves it so much
5,Took abt 1 week plus. Received items in gd conditions. Worth buying at this price. Thank you!
5,good.......nice........will buy again......good quality......
5,Thanks........................................ ....................
5,Thank you seller.....................................
5,..................................................
5,Thanks.............................................  
5,Thanks..................................... . .  .......... 
5,Thanks...............................................
5,Received item in good condition and in 2 weeks time good .........
5,"quality is great and shipping was relatively quick. only thing to complain about is how the foam of the handles got squished, but thats jst due to how soft they are. tysm seller !!"
5,"Good product quality and fast delivery, "
5,Tried it and its good. Definitely will recommend my friends to this. Thumbs up!! 👍
5,"Fast delivery, worth the price"
5,Quality seems value for price
5,Fast delivery! Within 7 days in my letterbox. :). Happy with my purchase. Length of rope easily adjust. Though the handle felt light but I think okay to put in some skipping weights.
5,Item received in good condition. Properly pack. Delivered was okay. 
5,Packed nicely and fast delivery. The rope is easy to adjust. 
5,Delivery super fast. Item in great condition thank you
5,Nice packaging and good quality service with fast delivery’s.
5,Super fast delivery! Worth the purchase will definitely get it again!!! 
5,Received quickly and in good condition. Highly recommended.
5,"Waited for a while.
Acceptable quality at this price. "
5,handle is slightly dented but still ok
5,Value for $.. Thanks seller for the free shipping. So can't complain for the 2 weeks delivery time.
5,eact to pic and length is okay! thankyou so much seller :-) !! 
5,"Item received in good condition, thank you 
"
5,Item received as per pictured. Good quality and durable. 
5,Fast delivery and good in condition thank you very much..:)
3,Item received in good order
5,Comes as per picture. Easy to adjust. 
5,Excited to use this. Hopefully I can get fitter with the help of the skipping rope. 
5,bought for my mom since she said she wants to start skipping but until now she also too lazy exercise so idk whether it’s good or not 
5,👍👍👍
5,Delivery was fast 👍
5,"Delivery was fast, came within a week! Quality looks good enough for the price. "
5,Well received! Item looks good and the skipping rope is tangle-free like what it claims to be! 
3,Lightweight but too flimsy. It does not give me a good experience skipping with this. Plus side is that it is easy to adjust.
4,Great and niceeeeeeeeeee delivery is a little slow but item is in good condition 
5,"Surprisingly fast delivery. Adjustable length. Worth the price...
"
5,"Good, thank you for the fast delivery. Item is well received and packaged well.
"
4,Fast delivery. The length of the rope is adjustable and the handles are comfortable to grip. Good buy.
5,Worth buying it.
5,"Great buy. Worth the price. Super fast delivery. Thank youuuu!
"
5,Good and sturdy material. The adjusting is limited though.
5,"Order received 😊
Product in good condition 
Affordable price"
5,Yet to try
1,"So so hurt if hit. Not recommending to buy. 
"
5,Came as advertised. The grip is really nice to hold. Satisfied. Hope it last me! ◡̈ 
5,Good material Long enough for me to use it can’t wait to use it to exercise 
5,I love the product! i shall order it again and recommend it to my family 
5,"Fast delivery. Item received in good condition. Yet to try . Worth the buy at this price.
Thanks, seller. "
5,Good product. All received in order as what I ordered. Thanks 
5,Item well recieved 
5,Item is well received.
5,"item came in good condition and fast delivery, thanks!"
5,Fast delivery.  Item as described with bearing. Length is adjustable. Like it.
5,Product as listed
5,Delivery was quite fast and overall worth the money!
5,"Received about a week after purchase. Looks good, length is perfect for me don’t even need to adjust. Haven start using but is worth the price and will definitely buy again if need in the future. "
5,"great
"
4,"It is easy to adjust, however, the space in the handle is not enough for the excess rope to fit. Not recommended for petite people trying this. I am 1.66m. Bear in mind after using it for awhile, it will twist itself up. Overall not a bad product, handle is soft."
5,"Good quality. Recommended
"
5,love it very quality skipping rope and adjustable as well! recommended 
5,"Received in 5 days with good condition. 
Thank you! "
5,Order arrived the following week. Item is as described. Thank you seller.
3,The ropes seems a little too short for me.. haven’t try out w it yet 
3,"Delivery faster than expected but the item was damaged when I opened it. For such a cheap item, I didn’t opt to ask for return as it’s a total waste of time. Otherwise, the rope functions as intended! Happy with my purchase overall."
5,"good rope! grip is fine too! tho idk how it can be adjusted...
"
5,Good item
5,Quick delivery and item arrived in good condition. Hopefully durability is long
5,Good and easy to adjust rope length!
5,Items received in good condition.....
5,Considered fast delivery and in good condition. I like it and recommended
3,"Product was delivered on time, but was abit upset by the dent created on the handle are as seen in the picture.. not a big issues but kind of disturbed by it.. packaging was ship without a box, only plastic "
5,👍🏼👍🏼 good quality! 
3,Pack well. Seems hardy. Hope it’s lasting.
5,"came in a week in good condition, looks like it’s of good quality"
5,Received in good condition. Thank you seller for prompt response only buy if needed
5,Well received thank you for the prompt and efficient response overall looks fine 
5,"Value for money, product specs are as advertised, durability unknown as yet"
5,"Skipping rope looks good. Material also looks good. Delivery on a Saturday. Perfect timing!

Definitely buy if u looking for good pair of skipping ropes"
5,Good quality for the price and fast delivery. Will buy again 
5,"Ordered on the 26/5 receive on 30th. Product as describe. 
"
5,Item received. Good product.
5,"Quality looks good, yet to try but i guess it will do the work. "
5,Good quality for the price paid. 
5,Love this. Highly recommended. Smooth delivery! 
5,"Good for the price, adjustable and durable "
5,"Loving it, getting 1 more for my cousin "
5,Skipping rope is of good quality have yet to try it yet! Can’t wait! 
5,Looks good. Shall try n see.
5,Fast delivery 
5,good
5,Superrrrrr fast delivery thank you
5,Looks good 
4,"Fast and efficient delivery, yet to open and try item but hope its good"
5,Really happy with the purchase. Weighted and quality. 
5,item came in as expected!!:)
5,Nice. Grip is very comfortable and length of rope is just nice for my height. Im 1.65m. Ty!
5,Well received in good condition! Pretty good quality and lightweight. 
5,Rope looks sturdy and just like pic
5,Delivery took about 1 week. Very good quality. Like it. Can adjust length too. 
4,"Ok rope for this price, adjustment is easy. Excercise works ok with this rope."
4,"Good item, fast delivery. But item came with slight defect where the foam for the handle is damaged but it’s all right!"
4,"Good value for money...adjustable rope
"
5,"Looks not bad for the price paid. 
"
5,Item looks good. Length is long too
5,Long delivery time waited for more than 2 weeks.  Yet to try will further review thanks seller 
5,"Fast shipment within 2 weeks during CB, rope is adjustable. :)"
5,Love it!
4,Good skipping rope. Recommended for adults. Painful if misjump and whip yourself. 
5,Received through letterbox through SingPost. Product is new.
5,"Good , Fast delivery "
5,"Item received in good condition! Used it a few times, it doesn’t get tangled and I like that the handle is really soft! :)"
5,Item came as described. Delivery too quite a long time to arrive.. hopefully it serves its purpose
3,Quality is very light compare to crossrope. The reason is there is no wire inside to add weight compare to the ads which indicates embedded wire but really don't have. See 3rd photo. Maybe good for beginners who really never do jump ropes yet.
5,Delivered in good condition. Product as per description and thumbs up for the delivery speed. Yet to try it out but should be worth the price paid.
5,Received in good order and condition. Thanks 
5,Fast delivery and good item..👍👍
4,overall good
4,Product is not tangle free but delivery came early. Thank you 
5,Item looks goods. Have not yet try it. Hopefully it won't tangle and last longer. 
5,Received the item in good condition. cant wait to try it...thank you
5,"Quick and efficient delivery, took less than 2 weeks. And product seems relatively sturdy "
5,Good quality ropes!! Thanks!!
5,Good  . better than my old ropes 
5,Love this skipping rope. It was easy to adjust to my height and it’s great for beginners like me. Used it around 3 times so far and it’s durable. Would recommend!
5,"Nice for its price. I was expecting more weight, but still perfect for workouts!"
5,Goods received as described.. it was delivered by SingPost 
5,Looks very good. Hope it works and fast delivery too. Thank you
5,Looks durable and value for it’s quality!
5,"Okay received the product aft quite a long wait I guess cos of the current situation, package is fine and all. "
5,"arrived quite fast but the rope is very long, have to adjust before using. other than that good for the price"
5,"Quality Ok!!!
Delivery Ok!!!
Service OK!!!
Thank you!!!!! "
5,good................
5,"Great quality 👍
Hopefully can last long 😁"
5,Item received in 2 weeks time and received in good condition 
5,Got my item in 2 weeks and in good condition it’s great ..!!!!
5,good!!!!!....................................... :)
5,fast delivery item received in good condition highly recommend 
5,Got it during flash sales at 99 cents. Woohoo! Thanks! Loving the colour. 
5,bought a black speed rope! good quality and no regrets. fast delivery as well
5,Bought during flash sale at $0.99. Very worth it. Material is lightweight and looks sturdy.
5,Ship from SG . Received super fast. Quality looks good. Thanks seller
5,Looks good for me. Got it in flash deal. Good to have one of those. Thanks seller.  Fast delivery as well
5,Good fast delivery.
5,"Very fast shipping, bought at flash sales. Highly recommended!"
5,Fast delivery. Items received in good condition 
5,"fast delivery, thank u so much :) will be using this during this period"
4,"Ordered on 23 June, received on 26 June. The item was shipped out really fast. While the quality is not the best, it’s decent for the price."
5,Great buy! Both are adjustable as well which makes it great for me :)
5,Quality is quite good and really light weight. Will take a while to straighten it out while jumping
5,Fast delivery. Good quality product. Bought during flash sale. Good deal
5,Nice. Bubble wrap and plastic wrap also. Double protection. Protection is always good right????? 😏😏 anyways time to lose some weight. Haah! 
5,"Fast delivery, good product! Thanks will buy again if needed "
5,"Receive it 4 days later after placed the order. Nice service and will buy again next time if needed 
"
2,fast delivery.. however the product quality is very bad. too small. no durable.. and hooks and screws can easily detach. 
5,Very very fast delivery ! Great product for such low price Thanks!
5,"Fast delivery, ordered on 7th and received on 9th! Tried and it works well, length easily adjustable too :)"
5,"Works as it should. No flaws
"
5,Fast delivering. works well. thank you
5,received in good condition! 
5,Nicely package and fast delivery !
5,The rope was delivered in good condition. The delivery came within a few days. Have yet to try it. 
5,Got the speed rope and it’s really worth the price! 
2,"Both speed and training ropes lack weight. Did not enjoy the workout from these. Used to the weight from the decathlon ropes better. 

Would not buy again."
5,"Item well received with thanks.
As per described.
Have used it today - lightweight, good to use and length is just nice. "
5,Nice products. Training rope is too short .
2,Haven't used item. Item looks cheap. Like not worth it.
5,good quality and material! the delivery was fast despite covid-19.
5,good quality well received. thank you very much! so far no issues
5,so far no issues. received it today and am very satisfied :))
5,"Order received! In a shocked, the status of order didn’t update on the app. Hence this came to my surprise today! "
5,"bought the orange one, cheap and good! will be working out during this cb"
5,"Fast delivery, item came as expected "
5,Item was received inngood condition. Delivery was on time as well. 
5,Very very fast shipping. Item was also well packed
5,"The delivery is Super fast. I ordered yesterday, I received it today👍🏻👍🏻 Yet to try. "
3,"I like the color and I can adjust the length of the rope. The rope slowly twists while jumping then I have to straighten it again. But considering the price, I guess it’s ok. Thank you for the fast delivery."
5,got during flash deal and the delivery was very fast (less than days) 
5,"Item was well received! Delivery was quick, and item was nicely packaged. Thank you for the deal, will recommend to others :)"
5,"Rigorer Training Skipping Ropes, good quality and free delivery! Suitable for us ! "
5,Fast delivery and easy transaction and would be happy dealing with seller again.
5,"Received my order today
..super fast delivery ordered yesterday came today...thanks"
5,Good. Glad that I got it on a flash deal;
5,Product received in well packed condition. Good quality. Value for money.
5,Item is in good condition. It's more towards speed rope as compared to the weighted ones. Overall good purchase :)
5,It's made of good material and in light weight. Thank you!
5,Great rope!
5,Delivery was incredibly fast. Item came in nicely packed and in perfect condition. 
5,bought the  blue one! its good and was delivered fast. appreciate it!
5,"Delivery took some time, might be due to Covid 19. Have not tried yet, materials seem good. "
5,Order received as expected and delivered on time. Works really well.
5,"Received in good condition and despite COVID19, the item arrive quite fast! 👍🏻"
4,"Delivery and shipping was quick which is great!
But I shouldn’t have gotten this version its quite uncomfortable especially if you’re not used to it because the wires get wrapped around the handle when you’re skipping but on the plus side you can probably change the handles to weighted handles"
5,"Item received in good condition and fast delivery :)
"
5,Very fast delivery 
5,Delivery was a bit slow probably due to being sent by normal post. Works well and easy to use 
5,item received in good package and condition..delivery is fast..haven’t try hopefully it’s good product
4,The skipping rope works fine. Just that the delivery takes a longer while to arrive. 
5,"Nice quality, would recommend!"
5,Order well received in good condition and delivery time is relatively fast.
5,Order is as described. Delivery is fast. Overall satisfied for this price point. Good buy. 
5,"Great product that I got during a sale, for only $0.99! Value for money "
4,"Really like the quality of the rope, but haven't had one where the rope is heavier than the handles."
5,Very light but not like those kid's jump rope. Good for training and speed.
4,"The rope is not as flexible as nylon, and at this price I'll accept this quality."
5,"Not bad, good quality. Fast delivery as well.just nice for cb"
5,Received item in good condition:) just only that shipping too a little longer. Probably due to the covid 19 issue. Personally I prefer the black steel wire ones.
5,"Good skipping rope, nothing to complain about. Got it at flash deal. Might have cheaper ones out there since made in China."
5,Rope is light and can be used easily. Seems durable and can be washed. 
5,Fast delivery. Parcel received 2 days after purchased.
5,Received after 7 days upon payment. Light rope. Overall is good.
5,value for money. 
5,Item well received. Delivery was quite ok not a long wait...
5,Good quality skipping rope that works well 
5,"Rigorer Training Speed Skipping Ropes, good quality ! Good price ! "
5,"Good quality products and quite light
Packaging with bubble wraps
Thank you!
"
5,Brought this during flash deal. Reached within 2day from my purchase. Is consider fast.
5,good quality well received. thanks so much! will be using this at home
5,thank you so much 🙏🏼 appreciate the fast delivery and so far no issue
5,Item received in good order.  Nice rope tho a tad short for me
5,Great! 
5,Very fast delivery!!!  Product quality is 7-8/10. ☺️☺️
5,item works well and the product came on time. no regrets and might purchase again.
5,Excellent quality rope for tricks and cardio.
5,good item
5,product quality is fine. delivery is average. but a good item for work out. thanks seller! 👍🏻
5,"good, i really like it and i will be using this at hkme to exercise"
5,"👌👌👌 great! Fast delivery, good quality. I can do all the tricks with this jump rope. Thank you!! Highly recommended. 👍🏻👍🏻👍🏻"
4,"a little small than what i expect, but good quality!! it is very light too"
5,Item received in good order. The bearing was a little wobbly although I cannot confirm if it was because of my technique or the route itself
5,Looking great. Cant wait to try it out
5,good quality 
5,little bit long but still great just had to tie a knot!! exact to pic. 
5,"Great purchase! Prompt efficient delivery by seller. 
Thanks for the excellent quality & affordable ropes! "
5,As described. Well packed. Good shipping. Will buy again.. 
5,"Love the product!!! Seller was responsive and friendly,  provided advice towards my questions. Item was shipped out fast too despite CB.:-) will purchase from seller again."
4,Received in good condition! Quality looks promising. 
3,"Suitable for beginners.
Price is right.

"
5,good sturdy skipping rope. delivery took a reasonable amount of time because of the current situation. good purchase!
5,Good quality. Items received per described.
5,Amazing and fast delivery! The length is just right ( i am 1.68m) 
5,Light and bright colour. The kids love it. Thanks
5,Awesome. Tks 
5,Awesome item. Def value for money! 😍
5,Delivered as described. Good quality and easy to adjust length of the rope. Great addition to workout during this period
2,feels like a cheap skipping rope not worth like $7+ that i paid.  can get cheaper better ones. 
5,Super fast delivery. Love that it is very lightweight! The colour is nice too!!
5,"Fast delivery but handle seems very thin and fragile but worth it for the price

"
5,"Fast delivery, received in good condition, item works and looks great"
5,Fast delivery. Haven't tried it but overall quality is good for the price. 😊 thank you. 
5,I have not received the item even after almost 2 months ....
5,very fast shipping and superb quality
5,"Light weight and easily adjustable. Arrived quickly considering circuit breaker, thanks! "
5,Beautiful professional service. Legit. Thank you!
5,Very fast and prompt
5,Product came quickly and as advertised. We bought the 2 different types which worked well. 
5,Super fast delivery. Have yet to try the rope yet but received it in a good condition!
5,Received in good condition . Works well. Thanks seller. Less than $4 I paid 
5,"Very fast delivery! The training rope look nice, the length is okay, great deal! Might purchase again in the future!"
5,Item as describe/as pictured. It’s great! I’ve been incorporating skipping in my workout to lose weight. Very affordable way to stay healthy 
5,"thanks so much! good quality, will be using this to skip at home"
5,"thank u for this, good quality and decent delivery time esp with covid"
5,thank u! relatively fast delivery despite covid-19. excited to start doing cardio at home
5,Very fast shipping despite current situation. Thank you!!
5,fast delivery! thank you so much. bought 2 and ill be using them 
5,OK for the price but can be better quality.................. 
5,"bought 2, black speed rope and blue training rope. fast delivery and both are of good quality !"
5,good quality and fast delivery! thanks for this..........
5,"good rope, fast delivery too! thank u so much ill be using this for cardio"
5,well received! good quality and fast delivery. overall satisfied
5,good quality; feels very sturdy. tried working out w it after it came it was amazing
5,"Received in good condition, plastic envelope from local seller in 7 days by Singpost normal. Has yet to try. "
5,You need to take note of the thickness so to sure to get what you need
5,Shipping took a week. I really like this band and is perfect for my workout. It is stretchable and won't snap easily. Would buy more! :)
5,"Works as advertised, very pleased with the buy, will purchase again
"
1,Bought the red and yellow one. Resistance is soso but band will ride up and twist by itself when you’re exercising. Will not recommend. 
5,"Good, thank you"
5,Fast delivery with good use. The band tend to fold when exercise but if wearing tights there is no issues 
5,"Very good resistance esp the black one, cant wait to use it! Quite fast delivery, quality seems quite good too "
5,Great material. Stretchy. Love the item!! Worth the money and price !!!!!
5,"Order came shortly after ordering, item is well packaged and delivered."
5,Items came as described. Feels quite legit with very good tension. Its a good buy for the price! 
4,Received in two weeks times.. Quality seems ok.. Yet to try. 
5,Hope it last...dont break ok
5,really good for shaping the hip muscles and it’s really stiff. might not be suitable for hip thrusters
5,good quality :-) smells a bit funny but that’s expected 
4,"Rubber smell too strong, "
5,Not bad I tried it alr can feel the resistance and it seems quite durable !! Hopefully it will be during a workout too ! But came quite fast ! Thanks 
5,Fast delivery. Well received. Worth the money. Yet to try but the material is okay.
5,Item received in order !!
5,Items received in good order. Tightness of respective bands is obvious.
5,Its great 
5,Received it safely. Took around 10 days. Haven't try but looks okay 👌
5,"Received item as shown on picture. Bought during flash sale, quick delivery. "
5,Very nice and stretchable!! Hope it is durable and can last!!
5,Bought one of each as a present for my friend but havent been able to pass it to him due to the covid situation packaging is good delivery was fast !
5,Received in order
5,Order well received. Items nicely packed. Delivery is fast. Missing another yellow 
4,"Received all items in good condition, haven't try yet. Hope is really useful. "
5,"Received my black resistance band from my mailbox yesterday. Was really excited to open it because it was so affordable. There’s a strong rubbery smell to it, hopefully it will subside as i start using it. Elasticity seems good, hopefully it won’t break when in midst of using"
5,Bought during flash sale at only 99 cents. Item received in order.
5,2nd time purchasing as my blue one broke..
