rating,comment,cleaned_review,aspect,sentiment_label,sentiment
5,Well received and good quality! Do buy 1 size up from your original sizing. Good buy! ,well received good quality buy size original sizing good buy,Product Quality,2,Positive
5,Seller was very helpful in changing the size to S cause my first purchase arrived in time for me to try the size out. Bought during flash sales and the material & colour does not disappoint! It’s not super fitting like other sports bra but comfy enough to do light exercise. No regrets! ,seller helpful changing size cause first purchase arrived time try size bought flash sale material colour not disappoint it’s not super fitting like sport bra but comfy enough light exercise no regret,Product Quality,2,Positive
3,Overall ok but there’s slight threads that came out...,overall ok but there’s slight thread came,Others,1,Neutral
3,Mid or low intensity workouts. Not recommended if you have big assets   ,mid or low intensity workout not recommended big asset,Others,1,Neutral
5,"The colour is nice. :) This is my second time ordering. (I ordered the first batch about two weeks ago). Their bras are pretty good. :) It is nicely snugged. Love this piece amongst my whole purchase. Would recommend this. However, haven't tried on an intense full-body workout. Quality is great too ",colour nice second time ordering ordered first batch two week ago bra pretty good nicely snugged love piece amongst whole purchase would recommend however havent tried intense fullbody workout quality great,Product Quality,2,Positive
5,"Looks nice, have not tried on. ",look nice not tried,Others,2,Positive
5,"Not bad, comfy and a snug fit. I like the colour. A bit of a struggle to get out of cos it’s tight, but I guess that’s all sports bras haha",not bad comfy snug fit like colour bit struggle get co it’s tight but guess that’s sport bra haha,Product Quality,2,Positive
5,"Good quality sports bra, with thick sponge which I like. Product is as shown in pic. Sized up and got M based on the comments and it fits me just right. I'm 163cm and 51kg (PTP 30-31""). Cant wait to use it for my workouts, and also looks like it can act as a crop top for going out too!",good quality sport bra thick sponge like product shown pic sized got based comment fit right im cm kg ptp cant wait use workout also look like can act crop top going,Product Quality,2,Positive
5,Delivery took a while to arrive. Quality good but sizing a bit too loose. Overall okay not bad ,delivery took arrive quality good but sizing bit loose overall okay not bad,Delivery & Service,2,Positive
5,"like it so much I got another, this time size M fits me really well. thanks seller!! ",like much got another time size fit really well thanks seller,Product Quality,2,Positive
5,a good fit and quality material! it is also very comfortable,good fit quality material also comfortable,Product Quality,2,Positive
5,Size L was just nice for my chest area ( UK 8) but the waist was slightly loose. I’m a PTP 16.5 & waist 12.5 but however gives a very comfortable allowance and I can still can exercise while having ample support! Material is very comfortable!!! Highly rec(:,size nice chest area uk but waist slightly loose i’m ptp waist but however give comfortable allowance can still can exercise ample support material comfortable highly rec,Product Quality,2,Positive
5,Delivery took more than 1 wk. Good quality. Received in good condition. ,delivery took wk good quality received good condition,Delivery & Service,2,Positive
5,"Tights are very good, quality much better than expected. Might restrict movement by justtttt a little bit. Sized up as per comments, usually a uk6 and I bought L. Sports bra for me a bit too loose. Usually a B75 and bought M, but will buy S if given a choice again. ",tights good quality much better expected might restrict movement justtttt little bit sized per comment usually uk bought sport bra bit loose usually bought but buy given choice,Product Quality,2,Positive
5,"I soooo love it! The quality of this brand is great. It’s cheap too and all fits perfectly. I’m usually size M and ordered size L as most recommendations suggest to size up, and I followed and all fits perfectly. Definitely recommended 👌🏻",soooo love quality brand great it’s cheap fit perfectly i’m usually size ordered size recommendation suggest size followed fit perfectly definitely recommended 👌🏻,Product Quality,2,Positive
5,"A little tight, took some time taking it off. Will think about buying one size up on future purchase",little tight took time taking think buying one size future purchase,Product Quality,2,Positive
3,"Take note that not all moving peach items are self manufactured. Bought 5 items and only 2 was self manufactured with its own branding and packaging. Their self manufactured piece like this bra runs extremely small, am a uk6-uk8, 75B, but unable to fit size M at all. Quality is great though.",take note not moving peach item self manufactured bought item self manufactured branding packaging self manufactured piece like bra run extremely small ukuk but unable fit size quality great though,Product Quality,1,Neutral
5,Nice colour. Great fitting. Quality looks alright. Hope it lasts Long. ,nice colour great fitting quality look alright hope last long,Product Quality,2,Positive
5,product and colour is exact to pic! i’m a b75 and M fits me fine but if you’re worried then it’s better to size up! ,product colour exact pic i’m fit fine but you’re worried it’s better size,Product Quality,2,Positive
5,Very very affordable and the grip is good. Can do more intense sports with this. Delivery was fast. Good buy. ,affordable grip good can intense sport delivery fast good buy,Delivery & Service,2,Positive
5,Super happy with purchase. Sports bra and shorts quality were both good and comfortable. Will purchase again!! ,super happy purchase sport bra short quality good comfortable purchase,Product Quality,2,Positive
5,Sized up for this. Fits well and love the material. Very comfortable.,sized fit well love material comfortable,Product Quality,2,Positive
5,Nice quality and nice design. ,nice quality nice design,Product Quality,2,Positive
5,items took awhile to be delivered but overall everything seems good.,item took awhile delivered but overall everything seems good,Others,2,Positive
5,Love the materials but size run small so took one size bigger.,love material but size run small took one size bigger,Product Quality,2,Positive
4,Nice and soft material. Ok for less intensive workout. Received within a week.,nice soft material ok less intensive workout received within week,Product Quality,2,Positive
5,Very nice! My third time purchasing their items ,nice third time purchasing item,Others,2,Positive
5,Really impressed by the quality! I am a UK8 and size M fits very well. Would purchase again. ,really impressed quality uk size fit well would purchase,Product Quality,2,Positive
5,"Ordered on the 3rd of June, received on the 12th of June. Vert satisfied with the top. ",ordered rd june received th june vert satisfied top,Product Quality,2,Positive
5,colour is true to pic and size fits well too!,colour true pic size fit well,Product Quality,2,Positive
5,Really pretty but might have consider buying one size smaller for more vigorous activity like running. A normal workout seems okay! It feels just nice on me right now and can even wear out as crop top. The material is very nice too. I am 160/60kg with A-B cup. Bought it at 6/6 and arrive 16/6,really pretty but might consider buying one size smaller vigorous activity like running normal workout seems okay feel nice right can even wear crop top material nice kg ab cup bought arrive,Product Quality,2,Positive
5,"I bought Pink M size for this. The length is 32.5cm width 30cm , quality not bad is stretchable. when you wear it you can actually see a bit of the white stripe showing out on your shoulder which is pretty. Im 158-160cm 50 kg,if you have armpit fat I won’t recommend it to you as it will show.",bought pink size length cm width cm quality not bad stretchable wear can actually see bit white stripe showing shoulder pretty im cm kgif armpit fat won’t recommend show,Product Quality,2,Positive
5,Orders came in 5 days!! Very happy with products :) thank you! Will definitely purchase again,order came day happy product thank definitely purchase,Delivery & Service,2,Positive
5,The colour was really solid. Comfortable to wear and soft!!,colour really solid comfortable wear soft,Product Quality,2,Positive
5,"Material is stretchy and soft. My size is UK8, I bought size M and its a tad loose on me. Probably will size down the next round. Not returning because it’s comfy! I can wear them for home workout :) ",material stretchy soft size uk bought size tad loose probably size next round not returning it’s comfy can wear home workout,Product Quality,2,Positive
5,"Item finally came after a while!! Second purchase, this time in a different colour cos its just so comfortable!",item finally came second purchase time different colour co comfortable,Product Quality,2,Positive
5,"Item received in good condition. However Size M feels abit loose for me, I’m Uk8 for top, 32A.",item received good condition however size feel abit loose i’m uk top,Delivery & Service,2,Positive
5,"Love the material and cutting! Was initially afraid that size S will be too small after reading other reviews but S was the perfect size! Estimated delivery was close to a month but items came after 2 weeks. Overall good buy especially during flash sales.
",love material cutting initially afraid size small reading review but perfect size estimated delivery close month but item came week overall good buy especially flash sale,Product Quality,2,Positive
5,"true to colour! am 34B / 80B, size L fits perfectly. padding isn’t too thick or uncomfortable so don’t think there’s a need to remove like some of their other bras! super comfortable.",true colour size fit perfectly padding isn’t thick or uncomfortable don’t think there’s need remove like bra super comfortable,Product Quality,2,Positive
5,Receive in approx 1 week. Received in good condition. I like the material and cutting. Bought it during sale. ,receive approx week received good condition like material cutting bought sale,Delivery & Service,2,Positive
5,I owned a cotton on sportsbra size L. But sadly this is just a little bit smaller. Managed to squeeze in but can feel the tightness on me. Otherwise the material is great! ,owned cotton sportsbra size but sadly little bit smaller managed squeeze but can feel tightness otherwise material great,Product Quality,2,Positive
5,love the design but L is big for me. selling on carousell @elelzl if you're looking for the one in pink!! ,love design but big selling carousell elelzl youre looking one pink,Product Quality,2,Positive
5,Nice material. Like it so much ❤️ seller also kind enough to help changing the size last min. Will def buy again!,nice material like much ❤️ seller also kind enough help changing size last min def buy,Product Quality,2,Positive
4,slightly bigger than expected seeing how ppl say to size up. i’m a 34B and thought L would be ok but the strap keeps falling. hoping it’ll shrink in the dryer haha. ,slightly bigger expected seeing ppl say size i’m thought would ok but strap keep falling hoping it’ll shrink dryer haha,Product Quality,2,Positive
5,Am a 34/75 and size M is quite tight for me 🥴 nevertheless quality is good. Will repurchase in larger size,size quite tight nevertheless quality good repurchase larger size,Product Quality,2,Positive
5,Items received in good order. Bought it during flash sale so super value for money. Material is really good. One thing about these sport bra is the support isn’t very good. I’ll rate 60% for the support. I’m 34D and L fit me nicely. ,item received good order bought flash sale super value money material really good one thing sport bra support isn’t good i’ll rate support i’m fit nicely,Product Quality,2,Positive
5,this feels tighter than the other sports bra that i bought tho it’s both the same size. love the fitting tho! ,feel tighter sport bra bought tho it’s size love fitting tho,Product Quality,2,Positive
5,"Fits me perfectly. For reference I am 34B, 53kg and EU 34. Really like the quality of it. Will surely buy again in the future.",fit perfectly reference kg eu really like quality surely buy future,Product Quality,2,Positive
5,fits well im 51kg 160cm. it definitely has a pushup effect. its not super tight bc i kind of sized up seeing the reviews that said its not stretchy (really isnt). but its very comfortable,fit well im kg cm definitely pushup effect not super tight bc kind sized seeing review said not stretchy really isnt but comfortable,Product Quality,2,Positive
5,Extremely pleased with fit and quality of this! Didn’t take so Long to arrive as well. Got this in my usually size. Didn’t size up. Am ready to purchase more from this seller!,extremely pleased fit quality didn’t take long arrive well got usually size didn’t size ready purchase seller,Product Quality,2,Positive
5,Very good quality and comfy material. The colours were really pretty too,good quality comfy material colour really pretty,Product Quality,2,Positive
5,very comfortable!! my 2nd time purchasing and i bought a lot of pieces 🤣,comfortable nd time purchasing bought lot piece,Product Quality,2,Positive
4,Excellent delivery service!!!!! Excellent quality!!!!!,excellent delivery service excellent quality,Product Quality,2,Positive
5,I’m a usual size S for all my sports wear and size M indeed fit me very well! Have yet to work out with it. Hopefully it would be great!,i’m usual size sport wear size indeed fit well yet work hopefully would great,Product Quality,2,Positive
5,Love the design! I’m a usual moving peach size M and it fits well. I have slightly narrow shoulders so the straps got a little lose when doing workouts. ,love design i’m usual moving peach size fit well slightly narrow shoulder strap got little lose workout,Product Quality,2,Positive
5,"Nice material, feels comfortable. Very nice colour too. Thank you seller!",nice material feel comfortable nice colour thank seller,Product Quality,2,Positive
5,"Delivery took awhile, but received all in good condition. Material is good, value for money, excited to wear them. Thank you! ",delivery took awhile but received good condition material good value money excited wear thank,Delivery & Service,2,Positive
5,This isn’t just a sports bra but it can double up as a cropped too. Love the unique shade of purple as well!! ,isn’t sport bra but can double cropped love unique shade purple well,Others,2,Positive
5,Purchased during flash sale and I must say this is a pretty good buy! Stretchy and nicely coloured. Will buy again :),purchased flash sale must say pretty good buy stretchy nicely coloured buy,Others,2,Positive
5,"Nice colour and easy to wear on! Material is good, quite buttery. Sized up as advised which is good but would prefer it to be more snug. More suitable for yoga/low intensity workouts as the support is quite minimal. For reference, I’m about 70” below bust and generally UK8 for tops. ",nice colour easy wear material good quite buttery sized advised good but would prefer snug suitable yogalow intensity workout support quite minimal reference i’m bust generally uk top,Product Quality,2,Positive
3,"For reference, I am 160cm, 53kg. Size S was super tight and I had problems getting in and out of it. It will be better to size up. Material is not super stretchy, so there’s lesser allowance. Overall it is ok if I got the right size.",reference cm kg size super tight problem getting better size material not super stretchy there’s lesser allowance overall ok got right size,Product Quality,1,Neutral
5,"Delivery was prompt and sports bra looks good, will purchase again 
",delivery prompt sport bra look good purchase,Delivery & Service,2,Positive
5,"Great quality for the price! I’m a UK 8, PTP 33-34” and L fits me nicely. If you like a tight fit, could get a size smaller! ",great quality price i’m uk ptp fit nicely like tight fit could get size smaller,Product Quality,2,Positive
5,It’s quite nice! When I put it on there were some thread breaking sounds when it was stretched. Quality is not bad! However when I wear it can see the white inner stuffing,it’s quite nice put thread breaking sound stretched quality not bad however wear can see white inner stuffing,Product Quality,2,Positive
5,Very Good material compare to my previous purchase from the other store on Shopee. The size fit me perfectly. Will shop again. It will be better if can be faster delivery. ,good material compare previous purchase store shopee size fit perfectly shop better can faster delivery,Product Quality,2,Positive
5,Order well received. Have yet to try the sizes yet. Quality feels not bad. Hopefully it fits well on me. ,order well received yet try size yet quality feel not bad hopefully fit well,Product Quality,2,Positive
5,"Bought this during flash sale, worth it! Good quality too.. ",bought flash sale worth good quality,Product Quality,2,Positive
5,"Looks great, q comfy. Recommend to size up! For reference, I’m 163cm, 48kg, took a size M :) ",look great comfy recommend size reference i’m cm kg took size,Product Quality,2,Positive
5,Love love love the TOP!!!! It’s so cute and comfy and it’s neither too small nor too big for me 😉 will definitely buy from the shop although the delivery took a little longer. But who cares as Long as its here right? 😋,love love love top it’s cute comfy it’s neither small nor big definitely buy shop although delivery took little longer but care long right,Delivery & Service,2,Positive
5,"Sizing feels abit small , do size up! ",sizing feel abit small size,Product Quality,2,Positive
5,Really like the colour and the size fits very well!! Feels of good quality and supports well even though its light support. Size is good for me at 34B chest size.,really like colour size fit well feel good quality support well even though light support size good chest size,Product Quality,2,Positive
5,"Pretty goodd
v comfortable material and fits me pretty well",pretty goodd comfortable material fit pretty well,Product Quality,2,Positive
5,"i love it, it's super comfortable & it's my 2nd purchase 😭😭😭 i will definitely purchase moreeeee",love super comfortable nd purchase 😭😭😭 definitely purchase moreeeee,Product Quality,2,Positive
5,"Great material. 
",great material,Product Quality,2,Positive
5,"Ordered the black one, the material is great and very comfy. Would buy again!",ordered black one material great comfy would buy,Product Quality,2,Positive
5,Item received in good condition .,item received good condition,Delivery & Service,2,Positive
4,"Good quality, however wish that the inner lining would be the same as the external one! Overall quite a good buy",good quality however wish inner lining would external one overall quite good buy,Product Quality,2,Positive
5,"Got size L. Fits well, not a whole lot of support, but very flattering on the bust. Padding is thick and gives a good lift!",got size fit well not whole lot support but flattering bust padding thick give good lift,Product Quality,2,Positive
5,Ordered on 4th June and item delivered today 16th June. Checked and tried. The size just nice. ,ordered th june item delivered today th june checked tried size nice,Product Quality,2,Positive
4,"Not very sweat wicking, if you sweat a lot just take note of this.",not sweat wicking sweat lot take note,Others,2,Positive
5,Fits nicely for me that usually wear XS and S for branded sports bra. Definitely will try their pants and other products.,fit nicely usually wear x branded sport bra definitely try pant product,Product Quality,2,Positive
5,"I bought 4 Moving Peach bras and this one is my favourite. The material is so-so, but the inner lining is nice. The padding is nice and thick, and the support is okay. Quite comfortable for exercise! I am 75A and size S fits well. Would repurchase!",bought moving peach bra one favourite material soso but inner lining nice padding nice thick support okay quite comfortable exercise size fit well would repurchase,Product Quality,2,Positive
5,received in good condition. i like this shade of purple a lot. thank you,received good condition like shade purple lot thank,Delivery & Service,2,Positive
5,The fabric is smooth and the sewing is ok. Worth the price pay for.,fabric smooth sewing ok worth price pay,Others,2,Positive
5,"Love the pants !!quiet comfy n size just nice .im 160tall n 59kg!
Second purchase ",love pant quiet comfy size nice im tall kg second purchase,Product Quality,2,Positive
5,Quality is solid ,quality solid,Product Quality,2,Positive
5,Good quality. Not suitable for bigger bust. It would be good if there is XL. ,good quality not suitable bigger bust would good xl,Product Quality,2,Positive
5,super pretty colour and good quality. ordered on 6/6 and received 17/6 via normal mail. straps a little loose for me. ,super pretty colour good quality ordered received via normal mail strap little loose,Product Quality,2,Positive
5,"ordered on 5th June, seller shipped out on 6th. received it from China on 13th June. The shade of pink irl is very pretty. Took my usual size S (uk6-8)",ordered th june seller shipped th received china th june shade pink irl pretty took usual size uk,Delivery & Service,2,Positive
5,"Probably my favorite items amongst the 10 I bought in one go, as a first timer to this shop. Lol. Came exactly as pictured. Feels soooo soft. Don’t need to size up or down. Not all products are moving peach just FYI. ",probably favorite item amongst bought one go first timer shop lol came exactly pictured feel soooo soft don’t need size or not product moving peach fyi,Product Quality,2,Positive
5,"does not feel like gym/sports wear material.
feels nothing like lululemon/nike/gym shark.
NOT a substitute for quality gym wear.

great for home and sleep though.
it's padded and comfortable so there's no need to wear a bra. 
",not feel like gymsports wear material feel nothing like lululemonnikegym shark not substitute quality gym wear great home sleep though padded comfortable there no need wear bra,Product Quality,2,Positive
5,"Good quality for the price. The fitting is okay not too tight not too lose. Not very stretchy so imo up one size than your usual size would be better. Overall, am pretty happy with the items i got. ",good quality price fitting okay not tight not lose not stretchy imo one size usual size would better overall pretty happy item got,Product Quality,2,Positive
5,I got delivered my order before the 2 week mark! I'm quite pleased with it!! Overall a great product and price. ,got delivered order week mark im quite pleased overall great product price,Others,2,Positive
5,"Am usually a Nike L, Cotton On M or a 36 bandsize and this fits true to size. If you have a large cup size, the thick padding might cause a push up effect. Would recommend this for low to medium impact activities. Material feels very nice and smooth. ",usually nike cotton or bandsize fit true size large cup size thick padding might cause push effect would recommend low medium impact activity material feel nice smooth,Product Quality,2,Positive
5,loved it - for the price very worth it. only wish the inside lining was not white but same colour as the top. I wear UK6/8 - M was great fitting. ,loved price worth wish inside lining not white but colour top wear uk great fitting,Product Quality,2,Positive
5,"Looks great! Can’t wait to wear it, material is super duper comfortable as well",look great can’t wait wear material super duper comfortable well,Product Quality,2,Positive
5,Good received.Quality is quite good .Will buy again.,good receivedquality quite good buy,Others,2,Positive
5,"Love this! Third time purchasing from Moving Peach, shipping takes about 2-3 weeks depending on the items you order I guess. Still worth the wait :)",love third time purchasing moving peach shipping take week depending item order guess still worth wait,Delivery & Service,2,Positive
5,Love the shade of pink! The material is really soft and comfortable! ,love shade pink material really soft comfortable,Product Quality,2,Positive
5,"Really love the sports bra and shorts from moving peach. This was my second purchase and i have already selected more sports bra for my third purchase. Quality is good and price is affordable as well. Love the colour selections, hope they will bring in even more designs in future. ",really love sport bra short moving peach second purchase already selected sport bra third purchase quality good price affordable well love colour selection hope bring even design future,Product Quality,2,Positive
5,second buy. received in good condition. padding is thick will recommend. ,second buy received good condition padding thick recommend,Delivery & Service,2,Positive
5,Received as advertised.,received advertised,Delivery & Service,2,Positive
5,"Very satisfied with my buys!! I’m a repeated customer and have never encountered any issues. Read the reviews, sized up and it fits perfectly! ",satisfied buy i’m repeated customer never encountered issue read review sized fit perfectly,Product Quality,2,Positive
5,"Item received in good condition. Repeated purchase, comfortable and affordable.",item received good condition repeated purchase comfortable affordable,Delivery & Service,2,Positive
5,"Fit me well. 
The material is very comfortable. A great purchase! 
As what the reviews which I read. Need to add in a size bigger and glad I did that. ",fit well material comfortable great purchase review read need add size bigger glad,Product Quality,2,Positive
5,"My second buy of this design! Hopefully L can fit better than M for me, which was a little tight.",second buy design hopefully can fit better little tight,Product Quality,2,Positive
5,Fast delivery! The quality is good and thick.  Tried and quite comfortable. Like it! ,fast delivery quality good thick tried quite comfortable like,Product Quality,2,Positive
5,Good quality and really pretty piece!!! I’m a usual UK 6 and size S fits just nice especially if you are using it for HIIT workout :) recommend!! ,good quality really pretty piece i’m usual uk size fit nice especially using hiit workout recommend,Product Quality,2,Positive
4,The bust area can be tighter bcos only the band area is tight. But it still good! ,bust area can tighter bcos band area tight but still good,Others,2,Positive
5,"Very comfortable. Highly recommended 
",comfortable highly recommended,Product Quality,2,Positive
5,Good quality; thick material. Received within a week :),good quality thick material received within week,Product Quality,2,Positive
5,Received in great condition. The sports bra fits well and colour is nice. ,received great condition sport bra fit well colour nice,Product Quality,2,Positive
5,"material feels good and bra is supportive when worn! fits well too! however, bra is not elastic/ stretchy enough so it’s a little difficult to put on/ take out. overall still a worth it buy esp for its price:-) ",material feel good bra supportive worn fit well however bra not elastic stretchy enough it’s little difficult put take overall still worth buy esp price,Product Quality,2,Positive
5,"Very good material! I read the reviews before purchasing but was still surprised at how good the quality was given the affordable price! Very happy with my purchases! I took the advice from other reviews and got a size larger. Normally wear size S/UK 8, bought M and it fits really well! ",good material read review purchasing but still surprised good quality given affordable price happy purchase took advice review got size larger normally wear size suk bought fit really well,Product Quality,2,Positive
5,"surprisingly happy with the quality, its rlly thick and comfy. size s is just a littleeeeee bit big for someone who is a usual xs, but no biggie.",surprisingly happy quality rlly thick comfy size littleeeeee bit big someone usual x but no biggie,Product Quality,2,Positive
5,Material is not very stretchy so if would suggest to size up if unsure! ,material not stretchy would suggest size unsure,Product Quality,2,Positive
5,"2nd time buying! Still loving it a lot, especially the colour and the material! ",nd time buying still loving lot especially colour material,Product Quality,2,Positive
5,"Package arrived quite fast. Within 1.5 weeks. Nice and comfy material, with nice bra support, though might not be suitable/comfortable for high impact exercises. Good enough for yoga and low impact exercises.",package arrived quite fast within week nice comfy material nice bra support though might not suitablecomfortable high impact exercise good enough yoga low impact exercise,Product Quality,2,Positive
4,nice colour. sizing is snug. the arm straps kiap my arms a little tho,nice colour sizing snug arm strap kiap arm little tho,Product Quality,2,Positive
5,"Fits perfectly for me, I’m ASOS petite uk6. Made the right decision to stick to size s. Think cuz I’m quite flat chested lol
",fit perfectly i’m asos petite uk made right decision stick size think cuz i’m quite flat chested lol,Product Quality,2,Positive
5,"All the items are wonderful! Worth buying! The seller is kind to help as well! 
Thanks!",item wonderful worth buying seller kind help well thanks,Product Quality,2,Positive
5,"I weight above 65 kg and I’m afraid that bra gonna  be too tight, it doesn’t at all and so comfortable and the leggings are my new fav already. I might order again. Good👌💕",weight kg i’m afraid bra gonna tight doesn’t comfortable legging new fav already might order good👌💕,Product Quality,2,Positive
5,Very good! Satisfied with my order! Definitely will buy again. ,good satisfied order definitely buy,Product Quality,2,Positive
4,"Love the cut, the material is good for the price",love cut material good price,Product Quality,2,Positive
5,"This is my second purchase for sports bras from this shop (previously ordered different designs). Am pleased with this purchase as I was for the others. Size L fit me well. Bought during a flash sale, so it is worth it. Thanks for making quality sports wear!",second purchase sport bra shop previously ordered different design pleased purchase others size fit well bought flash sale worth thanks making quality sport wear,Product Quality,2,Positive
5,Material feels good! Have enough support for more vigorous exercises like HIIT. Overall good buy! ,material feel good enough support vigorous exercise like hiit overall good buy,Product Quality,2,Positive
5,Quality feels good!!! soft and comfortable. M size is just perfect and not too tight. I usually wear M size on my other sports bras. ,quality feel good soft comfortable size perfect not tight usually wear size sport bra,Product Quality,2,Positive
5,"Repeat purchase, love the cut! Usual uk6 for tops but sized up to M",repeat purchase love cut usual uk top but sized,Others,2,Positive
3,This design in white has a slight confusing measurement :/ the size is fine but the fit is just abit off (side bust area) but have to honestly it’s very obvious. Really like it though.. I will try to alter it to the best I can :(,design white slight confusing measurement size fine but fit abit side bust area but honestly it’s obvious really like though try alter best can,Product Quality,1,Neutral
5,Value for money. My third purchase from moving peach. 🙂🙂🙂🙂🙂,value money third purchase moving peach 🙂🙂🙂🙂🙂,Others,2,Positive
5,"Cutting on the small size, not ideal for L size wearer as I’m a M-L.",cutting small size not ideal size wearer i’m ml,Product Quality,2,Positive
5,Everything fits😍,everything fits😍,Product Quality,2,Positive
5,I’m UK 8 and fits perfectly. Love the material too. Delivery took awhile but it’s understandable. ,i’m uk fit perfectly love material delivery took awhile but it’s understandable,Product Quality,2,Positive
5,Delivery took longer than expected due to Covid but Really good quality but needs up size! ,delivery took longer expected due covid but really good quality but need size,Product Quality,2,Positive
5,"it’s a little larger than i would like for sports, but nonetheless very comfortable :) ",it’s little larger would like sport but nonetheless comfortable,Product Quality,2,Positive
5,Overall is ok. Color is nice and size is just nice. However this design might squeeze out your arm pit fats. Comfort wise is ok.,overall ok color nice size nice however design might squeeze arm pit fat comfort wise ok,Product Quality,2,Positive
5,"Items received in good conditions. Like what others had reviewed, the materials are very comfortable. I was hesitating whether to size up (like what most had said) but I’m Glad I didn’t. It fits nicely for me. Will consider buying other colours (: ",item received good condition like others reviewed material comfortable hesitating whether size like said but i’m glad didn’t fit nicely consider buying colour,Product Quality,2,Positive
4,Material is not too bad for the price. Currently a D cup and I can wear the L but it feels a little tight. ,material not bad price currently cup can wear but feel little tight,Product Quality,2,Positive
5,best sports wear shop on shopee!! comfy and pretty apparels 😍,best sport wear shop shopee comfy pretty apparel,Others,2,Positive
5,"Decided to size up to L, but wished i’ve gotten it in M instead for more support/higher intensity exercises. Also feels like it might stretch out after a few washes. Still a good buy and pretty color!",decided size but wished i’ve gotten instead supporthigher intensity exercise also feel like might stretch few wash still good buy pretty color,Product Quality,2,Positive
5,Super comfortable! Really love the cutting of this but chest wise might be a bit low cut.... ,super comfortable really love cutting but chest wise might bit low cut,Product Quality,2,Positive
5,Delivery time was not too bad! Color is true to pictures and the quality is good. Padding is a little thicker than usual. ,delivery time not bad color true picture quality good padding little thicker usual,Product Quality,2,Positive
5,Lost count how many items i ordered from moving peach 😂😂😂😂😂😂,lost count many item ordered moving peach 😂😂😂😂😂😂,Others,2,Positive
5,"Leggings is good, need to size up. Sports bra sizing is sooo small - need to size up. ",legging good need size sport bra sizing sooo small need size,Product Quality,2,Positive
5,"Delivery was really fast (I was expecting a 10+ day waiting period based on reviews); ordered on 28/05 and it arrived today! 

I’m 150cm, 42kg and size M is too loose for me, esp the straps part :-( ",delivery really fast expecting day waiting period based review ordered arrived today i’m cm kg size loose esp strap part,Delivery & Service,2,Positive
5,delivery took about 2 weeks and received in good condition! didn’t size up and stuck to my original size and it fit well; wanted it to be slightly tighter for support and size S did just that for me. quality is good too and colours true to pic. purple is gorggggg thanks seller,delivery took week received good condition didn’t size stuck original size fit well wanted slightly tighter support size quality good colour true pic purple gorggggg thanks seller,Delivery & Service,2,Positive
5,"Satisfied with my purchase, got this during flash deal and honestly paying only $12 for this quality is 🤩 Sizing wise, I sized up like what most people suggested and am glad that I sized up. Even though it doesn't feel that tight but I prefer to have some space so it's not that suffocating.",satisfied purchase got flash deal honestly paying quality sizing wise sized like people suggested glad sized even though doesnt feel tight but prefer space not suffocating,Product Quality,2,Positive
4,Really comfortable material. But it’s more for low impact sports. ,really comfortable material but it’s low impact sport,Product Quality,2,Positive
5,Received in good condition not sure when worn how does it feel but material seems comfortable and cooling kind will purchase again ! ,received good condition not sure worn feel but material seems comfortable cooling kind purchase,Product Quality,2,Positive
5,34C-26-36. Bought L for both. It doesn’t look small but material doesn’t really support HIIT exercises. Maybe yoga ok. Tights thighs area a bit lose too but no restriction in movement. Wouldn’t buy sports bra again. Maybe tights only ba. Cheap deal though! ,bought doesn’t look small but material doesn’t really support hiit exercise maybe yoga ok tights thigh area bit lose but no restriction movement wouldn’t buy sport bra maybe tights ba cheap deal though,Product Quality,2,Positive
5,Really quick delivery despite this CB period and the quality is there with the price paid for. ,really quick delivery despite cb period quality price paid,Product Quality,2,Positive
5,fast delivery! quality not bad but won't recommend for sports because its a bit thick ,fast delivery quality not bad but wont recommend sport bit thick,Product Quality,2,Positive
5,Items arrived in 1.5 weeks. Quality is very good and material is thick yet comfy. Size runs a little small but still could fit. Will definitely buy again!,item arrived week quality good material thick yet comfy size run little small but still could fit definitely buy,Product Quality,2,Positive
5,"Delivery took a while, but looking forward to try these pretty pieces. Thanks!",delivery took but looking forward try pretty piece thanks,Delivery & Service,2,Positive
5,Order received within 11 days! This is considered fast shipping during this period. I normally wear size S but ordered M for this. I recommend you guys to size up for a better comfort. Thanks Seller! 🤗,order received within day considered fast shipping period normally wear size but ordered recommend guy size better comfort thanks seller,Delivery & Service,2,Positive
5,"received in good condition, and it’s exactly as described. seller was very friendly and patient too !! ",received good condition it’s exactly described seller friendly patient,Delivery & Service,2,Positive
4,"Love the color of the sports bra, color is true to pictures provided. Would recommend uk6/8 for tops to stick to size S if you want to wear it for higher impact exercises. Size M also fits but it’s not as tight as I prefer it to be when jumping.",love color sport bra color true picture provided would recommend uk top stick size want wear higher impact exercise size also fit but it’s not tight prefer jumping,Product Quality,2,Positive
5,"Fantastic! Quality is quite good for the price. However, delivery took quite long. Nonetheless, will purchase again!",fantastic quality quite good price however delivery took quite long nonetheless purchase,Product Quality,2,Positive
5,I’m usually a size M for sports bras but I decided to size up for comfort and also due to other reviews. Fits perfectly :),i’m usually size sport bra but decided size comfort also due review fit perfectly,Product Quality,2,Positive
5,Surprised with the good fit and material. comfortable to wear but maybe not for high intensity sports. Fits B75 well but only gripe is that i wish the inner lining was the same colour as the outer one,surprised good fit material comfortable wear but maybe not high intensity sport fit well but gripe wish inner lining colour outer one,Product Quality,2,Positive
